5.05,11.08,12.91
5.39,9.67,14.62
5.8,8.58,13.91
6,8.12,13.64
5.44,9.69,13.7
5.65,11.49,12.55
5.37,11.87,13.92
6.51,11.65,13.68
7.29,11.96,12.65
6.98,10.38,13.69
5.16,11.07,14.41
5.49,10.55,12.55
7.27,10.46,13.96
5.8,12.44,12.69
7.31,7.7,14.89
5.61,8.75,12.91
5.5,10.98,14.73
6.02,9.66,13.89
5.36,11.79,14.11
5.13,12.33,13.32
6.04,12.22,12.53
6.84,9.74,13.92
7.32,8.28,13.16
7.26,12.33,13.99
6.43,11.66,13.13
6.46,10.85,14.66
7,10.18,13.85
6.67,10.59,13.81
7.42,11.89,13.7
5.17,8.93,12.96
5.57,7.59,15
5.9,10.8,14.5
5.26,8.63,12.72
6.91,11.03,12.94
5.96,7.76,13.74
5.42,11.3,13.28
7.05,7.73,13.86
6.91,9.27,13.09
6.64,10.15,14.86
5.74,10.78,14.5
5.79,10.83,14.84
5.12,9.3,13.03
5.57,11.24,12.74
5.84,8.81,14.2
5.42,7.78,14.22
5.85,10.44,14.63
5.86,11.72,13.96
5.34,9.84,14.22
5.74,10.62,12.59
5.12,10.38,14.79
6.8,12.31,13.58
5.57,9.63,13.39
5.66,10.33,13.37
5.18,10.33,12.96
6.19,8.29,13.63
5.99,8.77,13.23
5.13,7.6,14.29
5.02,9.63,13.04
7.26,11.16,13.3
6.72,9.46,14
6.33,10.36,13.19
6.12,11.52,14.11
6.57,11.85,14.67
6.22,8.87,13.53
5.52,9.76,14
5.05,8.4,13.7
6.24,11.69,12.99
7.14,9.24,12.53
6.33,11.34,14.53
7.22,10.82,13.03
5.75,9.86,14.98
5.33,10.56,14.48
6.84,9.58,14.74
5.31,8.48,14.81
6.39,11.95,14.44
5.8,9.51,12.85
6.71,11.37,14.68
5.64,9.38,14
6.91,12.29,13.8
6.91,8.66,13.14
7.13,8.78,13.61
7.25,7.54,13.83
6.12,10.71,14.69
6.3,9.9,14.2
7.03,9.67,13.16
5.08,11.19,13.96
6.96,12.19,14.2
6.46,11.61,14.58
7.44,12.04,12.63
5.56,9.27,12.77
5.07,11.21,14.44
6.2,10.62,14.39
7.07,11.71,14.21
6.53,12.32,13.88
6.85,7.69,13.11
5.53,11.26,14.38
5.78,12.09,12.63
5.64,10.65,12.69
6.86,9.77,13.14
7.06,11.9,13.08
6.11,9.2,13.05
6.57,11.41,13.37
6.8,10.43,12.6
6.46,10.19,14.27
6.72,9.06,14.37
5.32,11.02,13.47
6.22,12.33,14.95
6.03,11.83,13.27
5.69,7.61,13.09
5.78,9.68,13.61
5.19,12.2,14.62
6.41,10.45,13.91
6.17,9.43,14.95
5.8,12.06,12.77
7.18,10.23,12.59
5.93,8.34,13.52
6.11,10.72,14.76
6.92,12.43,13.4
5.89,7.9,14.31
6.9,11.64,14.5
6.38,9.07,14.72
6.55,12.18,13.88
7.32,10.17,14.41
6.54,11.01,13.04
6.16,7.65,14.99
7.45,8.8,13.35
5.11,9.12,14.06
6.01,9.78,12.83
6.74,11.92,12.94
5.76,9.19,13.1
5.63,10.35,12.79
5.44,8.26,14.97
7.03,10.72,14.93
5.75,10.02,14.91
5.8,9.54,13.25
7.23,7.5,12.63
5.47,11.54,13.21
6.96,11.92,12.88
6.72,10.24,14.71
5.12,11.89,13.86
6.86,11.14,13.99
5.68,7.51,13.65
6.66,10.54,14.11
7.05,8.36,13.52
6.59,11.93,14.31
7.06,8.09,14.2
5.92,11.73,14.49
5.1,10.02,14.27
6.69,10.8,13.54
6.69,11.19,13.86
6.55,9,12.53
6.94,10.59,13.84
7.05,11.61,13.39
5.31,12.15,14.76
7.45,11.49,14.59
6.39,11.82,12.55
7.32,9.1,14.4
6.22,12.12,13.31
6,11.81,13.38
5.98,9.05,13.97
5.04,10.38,14.68
5.59,11.86,13.47
7.12,12.07,12.92
7.24,10.3,13.22
6.03,10.92,14.96
7.45,11.32,14.91
5.25,9.37,14.78
7.29,10.09,12.72
7.02,7.63,13.5
7.11,11.49,13.92
6.71,9.56,14.11
5.69,10.32,14.15
7.05,8.98,13.23
6.77,10.87,14.65
6.51,9.23,14.56
5.84,7.5,13.19
5.91,9.42,12.6
6.93,10.54,13.11
6.06,11.33,14.71
7.48,12.09,14.6
5.9,8.97,14.29
6.66,7.76,12.96
7.24,8.96,12.77
6.33,11.95,14.75
5.4,11.75,13.15
7.04,10.05,13.5
7.24,8.42,12.53
6.46,8.21,14.58
6.23,8.11,14.32
5.61,12.05,13.89
7.41,11.5,14.47
6.17,10.98,14.44
7.2,11.91,14.7
6.67,11.04,13.46
6,11.62,13.51
7.2,8.98,14.1
6.89,12.27,13.34
5.11,10.44,12.7
5.75,8.89,14.38
7.45,11.08,12.5
7.41,9.65,12.98
6.75,11.05,14.68
7.01,8.09,13.69
5.02,10.5,13.49
5.08,8.11,14.26
5.65,12.3,13.06
6.53,11.52,12.65
6.1,8.7,13.24
5.74,9.78,13.49
5.27,9.69,13.88
6.94,9.8,14.82
5.98,11.84,14.92
7.16,10.48,12.79
7.25,11.39,12.54
5.39,11,14.37
6.24,8.2,14.42
5.94,8.95,14.71
6.06,11.49,13.3
7.29,11.42,14
6.29,10.87,14.78
7.37,8.29,14.13
5.91,9.43,13.64
7.14,8.19,14.26
6.41,11.92,14.69
6.14,7.9,13.4
6.56,8.5,14.69
6.39,9.28,14.98
5.11,8.21,14.93
5.44,7.59,12.94
6.74,8.65,13.78
7.03,8.88,14.08
5.37,12.07,13.54
7.02,10.28,13.63
6.82,8.64,14.07
6.88,7.83,14.05
7.15,11,13.23
7.43,12.49,13.84
6.35,11.17,12.55
5.26,11.83,13.41
7.25,8.45,13.92
6.2,10.82,14.77
5.13,10.93,13.25
5.95,10.51,13.89
7.2,11,14.42
7.14,9.21,13.39
6.46,12.11,14.17
5.89,7.82,13.43
5.64,9.39,14.42
7.1,12.27,13.51
5.16,8.23,12.94
5.93,9.05,12.64
5.95,10.75,12.57
5.37,9.43,14.04
7.46,11.81,13.88
5.27,9,12.61
5.37,8.9,12.59
5.2,10.2,14.39
7.24,8.9,12.89
6.83,11.37,13.7
5.24,8.72,12.86
6.95,9.5,13.9
6.47,7.83,13.37
6.14,8.08,14.14
6.71,10.64,14.61
6.08,8.74,14.78
5.11,8.9,13.29
6.4,9.19,12.65
5.08,7.54,13.76
6.64,9.03,13.85
7.03,9.2,13.98
6.63,11.57,14.48
5.04,10.67,14.68
5.64,8.32,13.08
5.27,10.64,13.93
6.26,9.76,14.91
5.68,11.96,14.62
7.03,9.2,13.16
5.28,12.07,13.56
6.44,8.38,14.65
5.46,7.68,12.61
6.61,9.71,14.69
6.17,7.76,14.48
5.75,10.27,14.71
6.86,11.97,13.79
5.72,9.87,13.83
6.62,12.36,12.62
6.5,9.33,14.65
7.34,9.55,13.13
6.95,10.55,14.62
5.76,9.89,12.55
5.67,9.07,12.95
6.87,9.93,12.62
7.09,10.41,13.71
5.39,11.59,12.56
5.19,9.18,14
6.93,11.35,12.77
5.83,7.55,12.77
6.8,10.23,12.71
5.07,11.52,13.09
5,7.88,13.22
6.27,11.41,14.93
6.77,10.88,13.29
6.5,9.27,14.75
5.54,8.52,15
5.4,12.01,13.38
6.48,11.92,14.37
6.32,7.91,14.73
6.34,11.3,14.34
7.12,8.23,12.51
6.84,10.35,13.38
7.43,8.57,13.44
6.31,11.82,14.35
6.36,11.75,13.61
7.29,11.28,14.69
5.7,7.94,14.2
7.42,12.42,13.03
6.54,10.41,13.79
7.04,10.09,13.58
5.48,9.56,14.66
6.23,10.74,13.97
7.18,9.41,13.76
5,10.72,13.22
6.87,10.92,13.19
6.06,9.81,14.82
6.42,11.21,14.92
6.4,11.1,14.2
5.22,8.58,14.79
6.19,9.19,13.1
5.97,9.02,14.29
6.02,9.3,14.99
6.66,8.13,12.69
7.2,8.92,12.5
5.38,12.36,13.97
6.69,9.91,13.17
5.99,12.4,14.54
6.91,9.75,14.42
6.15,7.92,12.54
6.08,7.5,14.85
7.07,8.89,12.97
5.88,8.7,13.62
5.66,12.09,12.86
6.41,11.28,13.59
5.3,11.75,12.91
6.88,9.58,13.07
5.45,9.88,12.61
7.44,8.01,12.52
