-5.11,0.81,-2.04,5.62,8.85,-3.64,8.96,-5.08,-9.87,-2.38,6.98,-2.46,-4.22,-3.43,2.14,3.07,7.94,-4.61,2.48,1.31,-4.48,8.36,8.5,6.58,-7.94,-2.64,-4.75,-2.5,9.48,-1.25
-8.01,-5.93,3.32,0.42,4.69,-8.23,-6.61,-1.53,5.1,5.53,-5.13,-5.98,-3.38,-0.56,3.38,-9.85,2.2,4.59,-9.57,-7.15,-8.36,1.44,8.69,1.84,0.54,2.42,-8.46,-3.46,-4.22,3.15
4.37,0.09,2.41,9.44,-2.53,3.35,7.85,-2.04,6.57,6.56,-9.63,4.73,-4.83,-9.72,-6.88,4.25,8.27,3.39,8.67,-1.8,6.12,4.09,9.5,-8.61,-4.24,-6.9,1.83,0.44,0.27,2.81
5.54,6.72,4.51,4.21,-7.87,-5.71,-0.79,-2.51,-5.44,5.16,7.69,1.02,-8.15,5.48,-1.78,2.52,-5.65,4.65,6.93,-9.46,-9.42,-3.67,2.13,-3.21,8.51,-2.44,0.7,-4.84,3.78,-6.34
-6.15,3.26,-1.03,4.71,-4.92,-8.94,3.54,0.05,6.91,7.99,1.19,-4.2,1.94,9.14,2.74,-3.96,-6.36,9.7,-6.91,-3.89,0.53,1.17,5.24,8.72,-6.82,3.2,-9.58,-5.65,3.99,-8.18
-9.2,-5.75,-4.61,-3.16,-5.93,0.97,5.76,-7.37,-3.88,-1.93,-8.12,-3.95,-3.19,-4.54,-10,-2.47,-2.41,-5.22,2.67,-2.68,8.01,-6.45,9.49,8.83,-6.25,-1.83,1.43,8.31,-3.41,-1.16
-8.67,2.81,0.05,-7.59,0.87,-9.33,5.81,-0.68,4.32,2.89,8,-4.52,-2.07,-0.99,8.33,1.16,1.08,2.8,5.62,-6.42,6.07,0.32,3.83,-8.69,-0.1,-5.69,-5.18,-4.6,-2.32,-4.18
-1.82,-3.46,-8.6,1.92,-4.41,-9.27,-3.8,5.95,2.47,-0.15,5.78,7.1,1.68,0.72,7.52,3.66,-7.44,2.52,-2.64,-3.79,6.07,4.51,3.62,4.39,0.73,-9.18,-1.5,-5.63,7.74,-6.94
5.31,4.71,5.49,-0.88,6.53,-6.76,3.8,9.77,9.16,4.06,-9.55,-2.75,1.48,-1.39,1.84,-2.11,4.26,-3.96,-9.4,1.31,-0.05,4.95,7.18,-4.75,-9.37,-8.59,-1.07,-3.97,4.77,7.46
-4.51,-3.29,2.64,3,-0.8,9.65,-7.32,-7.44,-6.91,-0.41,1.15,-0.01,3.67,5.54,-3.88,4.09,2.85,7.06,-5.97,-5.86,2.5,-7.74,6.4,6.12,8.81,-9.02,9.89,6.31,-0.53,8.21
