-264.96,-29.83,-318.49,456.42,1.57,29.23,218.71,178.14,-386.92,312.73,324.27,-0.56,-238.26,174.77,-459.16,397.61,47.21,-445.57,468.23,269.01,322.26,-103.83,163.76,475.19,67.52,262.16,-276.22,417.87,69.02,35.81
-243.68,382.98,-200.86,-224.25,-429.77,-184.69,362.44,133.96,267.73,65.34,-450.1,79.36,-12.65,469.81,241.74,426.97,-327.46,15.49,193.95,317.19,142.34,208.84,467.32,-61.21,159.49,-379.37,127.38,61.59,-139.22,-117.78
351.55,166.72,326.06,216.46,-263.22,204.67,-448.62,291.48,-181.38,-341.17,-195.6,-357.01,25.02,131.35,98.57,-402.55,96.06,326.93,81.56,-326.82,220.48,-366.55,393.01,155.07,-320.79,420.88,412.15,103.6,374.15,-207.21
288.7,-424.75,-266.68,370.52,138.38,408.86,-122.51,432.1,-158.64,10.4,126.18,319.27,-321.74,385.33,169.04,301.54,-377.18,295.3,52.38,479.74,-52.37,23.02,7.8,-185.48,-215.04,467.35,-307.13,-187.18,208.48,148.87
108.86,-355.27,-360.42,50.39,157.24,-81.78,-248.43,-343.82,321.12,-206.86,320.6,-480.65,-251.93,-103.44,-442.68,82.86,-146.7,268.87,185.42,329.3,10.1,-175.8,302.09,-21.49,-352.43,-255.29,-217.98,-387.64,201.58,288.15
363.42,-278.26,487.7,155.96,23.69,-53.68,-459.89,495.77,-434.64,-261.2,27.87,143.45,13.85,-76.86,-325.73,370.9,457.17,-245.41,-358.6,422.4,-12.77,114.99,204.94,-227.07,390.17,252.18,424.85,26.27,-225.13,-165.41
10.07,-412.42,79.53,-213.52,-272.8,321.5,-22.61,-125.78,403.34,331.49,275.14,-203.31,-94.6,408.68,-165.6,-139.27,-100,311.05,373.71,-284.05,180.2,290.89,243.99,256.06,367.01,29.72,189.68,-398.49,1.09,387.82
37.75,212.34,375.86,20.31,-336.09,360.11,-304.51,69.88,-227.26,-388.52,-375.68,448.73,-168.51,13.28,-486.36,-262.64,-187.15,157.62,177.72,-280.64,-193.92,-26.63,111.33,484.68,-316.75,-478.45,-218.1,-236.95,-79.75,-243.58
134.88,357.47,-13.8,42.79,0.86,-125.25,-284.92,469.44,428.58,202.05,-62.87,133.11,170.72,266.01,360.32,-296.83,-387.45,138.5,465.94,-225.72,-100.14,-449.22,-399.71,-447.35,249.66,-200.49,24.39,289.87,47.28,-179.74
127.49,-422.99,-207.18,-274.21,-94.47,473.55,-305.88,87.56,-304.3,-284.47,73.87,50.88,-416.26,51.16,214.61,-334.23,-235.69,-135.83,259.93,-368.99,406.66,-79.95,-20.52,-133.61,-206.39,-346.46,-161.4,80.36,344.08,-449.54
417.3,-334.63,436.21,-19.03,310.14,-408.97,452.01,-399.03,467.22,254.73,-285.51,141.81,-68.46,-452.75,339.91,-28.43,-411.21,140.64,-377.83,-222.25,422.3,321.11,255.11,452.19,364.59,474.37,-212.04,-238.26,-228.46,407.81
-240.94,-103.05,-205.7,-302.4,-449.92,486.14,368.33,-469.15,360.22,-319.1,58.48,-126.66,-282.18,-440.91,369.44,-304.1,244.23,-176.27,-427.57,164.99,-436.96,-251.97,-349.5,275.6,97.34,-383.72,-320.2,59.59,-364.68,65.66
-23.64,-263.62,-356.39,285.65,192.78,-347.82,191.34,117.82,-407.22,-44.31,-392.19,380.24,39.88,-483.54,209.12,134.26,204.36,-323.68,-434.67,422.24,-23.09,-247.9,117.25,-235.14,-366.17,141.35,-169.72,-287.1,398.58,236.09
-254.45,-274.66,101.56,-396.87,-18.5,244.57,-186.02,-337.05,164.18,-292.8,376.25,160.13,-276.26,224.9,356.75,-64.03,204.67,221.65,35.35,375.32,-387.44,-374.58,265.76,60.49,-390.08,252.34,-30,494.57,496.58,-135.43
-263.99,-20.93,436.73,163.08,141.88,-180.14,-294.61,338.32,-99.57,-391.25,299.7,-230.01,-363.98,295.52,-82.96,-78.28,-420.75,-465.24,-382.02,-223.48,447.69,69.65,60.49,-99.03,337.98,-258.39,-122.38,441.93,202.49,-247.46
-189.18,489.07,-136.59,36.38,136.96,401.92,464.49,17.43,297.71,71.03,208.07,75.08,41.97,-412.93,-357.85,82.63,-135.12,-77.23,-373.2,-9.02,-66.2,-479.78,435.83,460.33,-51.53,-409.54,345.09,-410.63,245.64,248.18
498.36,120.78,-295.71,-298.9,-483.92,-339.15,-379.02,166.52,148.73,-329.22,-62.73,-234.22,-497.32,389.7,220.4,-439.37,-334.18,231.68,-385.09,-215.09,-142.74,219.18,-305.22,294.08,-203.03,-469.42,307.25,-372.11,398.6,-337.9
-366.37,-288.45,75.46,-55.12,-365.81,-132.76,-96.21,-486.47,-47.29,-254.56,-264.76,33.74,-115.8,282.64,-0.88,125.45,-417.03,147.34,351.87,107.9,185.82,392.45,-51.98,56.79,-267.18,88.84,207.11,-318.34,-269.48,-171.13
156.13,425.82,6.1,-476.93,451.38,-485.55,451.95,123.38,-47.94,-10.33,-492.63,284.17,-472.02,-373.71,407.3,109.32,124.21,228.95,377.83,-160.11,-388.33,491.14,264.78,-370.83,347.55,160.94,-403.04,208.04,-418.45,386.91
37.12,-392.73,136.79,90.48,-327.47,-191.78,-422.01,171.38,405.19,-186.8,64.08,-375.37,-1.07,307.5,295.83,132.18,240.43,486.48,392.76,38.05,237.74,-477.15,-111.26,463.04,25.67,78.75,452.97,-499.47,53.94,443.42
-275.89,-484.58,257.46,-75.53,158.79,-254.85,207.79,-442.88,-148.45,-326.85,-332.4,453.49,-295.87,437.47,263.17,71.72,-154.28,438.28,226.26,53.24,411.07,469.69,491.22,-290.8,-41.84,-311.16,-436.12,-475.25,-265.82,13.65
-4.92,-113.2,-86.19,-53.24,333.67,70.94,277.41,301.04,-281.2,376.52,146.55,209.99,351.22,-303.9,255.11,-392.38,197.05,-101.71,44.6,-235.03,64.94,82.58,-317.29,328.36,237.37,-358.29,-29.08,10.3,-30.39,-256.45
141.7,272.86,357.34,-160.19,313.56,-468.6,290.78,180.91,-420.04,264.86,-417.7,333.34,348.47,-221.72,230.48,50.65,-449.93,-189.64,133.4,-352.9,-91.1,-170.95,-240.67,-158.91,-286.77,-240.15,239.94,341.56,-168.26,400.19
403.29,-253.5,167.79,41.09,320.45,208.67,-400.8,453.42,-428.79,-141.69,261.79,-61.34,-206.55,-152.79,-284.72,352.2,-257.87,-113,-251.09,-163.26,97.03,-180.73,142.89,316.44,356.83,239.31,287.48,-133.51,453.45,-104.22
281.79,-217.42,273.77,-26.8,448.45,39.52,-418.28,23.51,-149.33,9.23,-109.01,-207.27,-135.49,-358.14,-360.92,-183.29,356.53,462.44,-42.71,86.96,-221.59,-279.46,-399.32,95.24,404.11,-490.96,-346.58,58.94,-495.1,464.36
