-31.24,18.4,12.4,-25.49,8.72,-8.82,26.64,23.95,5.51,13.77,-7.58,-9.93,-11.87,-8.94,9.22,-24.5,13.37,21.84,-23.54,-7.76,25.41,7.89,12.11,1.09,-18.42,-20.62,5.49,14.14,23.48,7.81
-19.67,23.27,28.93,-11.29,-1.79,31.4,28.21,-5.28,-29.03,-6.33,22.1,-20.42,27.32,-7.97,28.23,27.75,-30.8,-1.49,-24.81,13.26,8.85,-21.21,2.36,19.24,3.04,6.69,29.83,-0.85,-3.34,-12.14
4.94,0.05,-24.31,-21.79,21.34,9.84,-1.08,-11.2,12.53,23.74,-25.03,-25.02,-21.34,28.5,-2.61,-29.49,22.29,-23.87,-22.13,-9.53,28.89,-25.52,-29.81,-21.78,-27.26,4.76,16.39,26.63,-16.03,-14.07
25.99,25.9,13.86,-2.81,-4.22,-20.68,21.07,27.87,8.23,-7.82,12.05,15.49,8.11,2.54,6.39,-13.56,-7.51,-24.14,9.71,16.27,3.92,0.51,-10.12,16.05,30.58,-3.32,1.69,10.15,-31.48,-7.08
-29.68,21.27,-9.37,-18.39,-3.86,-25.13,-8.86,-24.64,-20.33,28.04,-30.96,2.64,-16.65,0.46,-28.52,4.72,-18.44,14.92,14.35,-10,-6.53,10.18,-11.19,-26.79,28.25,-19.29,5.31,19.06,-2.99,21.79
11.44,-3.42,-10.62,-30.87,-7.82,0.4,-8.5,22.27,26.66,28.35,17.75,-8.76,6.93,13.07,-29.36,-22.45,-6.04,-31.35,29.47,16.83,-1.81,-29.73,-2.67,4.49,21.32,13,-18.35,-20.89,11.84,-12.32
1.1,30.83,-31.5,25.87,16.1,-11.08,-30.84,-5.88,-23.79,-5.29,16.62,-5.92,21.75,-4.02,-11.72,-28.38,26.3,-0.98,-6.77,-4.41,-30.64,-21.62,-0.59,21.21,-2.48,-20.4,-18.37,-7.99,27.72,7.58
3.52,-28.35,-17.39,4.67,-20.58,5.16,-22.53,16.27,32,-31.29,2.94,-13.79,11.97,-30.09,-9.7,-30.71,13.63,0.11,25.4,8.25,6.15,19.82,-8.79,-26.29,-20.86,27.81,-22.16,-20.62,-1.3,23.64
16.65,13.05,10.79,-21.24,14.14,-0.64,-14.01,-11.68,-11.63,-4.48,17.06,7.2,6.96,16.37,27.94,19.34,12.45,-22.48,-28.83,2.33,-10.79,-19.21,27.96,31.51,-25.89,9.8,-31.97,-31.38,17.06,-22.78
-21.35,4.8,24.04,-25.88,-26.67,-6.39,-15.83,22.36,7.44,28.44,-18.48,-15.9,15.91,16.7,29.96,26.11,-21.87,22.54,-18.41,6.95,16.73,29.37,16.94,18.5,-9.36,17.17,17.11,10.5,6.58,23.13
29.45,-5.36,-7,-22.96,27.57,-5.04,18.9,-15.39,7.1,0.11,-11.48,-8.67,4.49,9.45,10.12,-2.05,11.1,-7.03,-5.92,-9.34,0.34,23.44,-16.3,30.02,29.59,23.83,-21.89,-3.45,-16.74,12.74
-31.94,6.85,-29.33,-14.55,-19.18,-18.27,-7.57,-31.76,-26.01,-13.31,5.25,20.17,30.45,-31.65,15.16,-16.23,8.97,5.98,-14.03,-9.61,14.58,10.6,16.05,3.78,-26.28,14.02,-9.98,12.65,29.69,-25.74
-28.3,15.53,4.82,-20.7,-31.08,20.96,1.64,23.31,-24.07,-6.09,-2.93,-18.87,-22.47,27.37,-28.28,10.18,-25.17,-13.42,-2.1,-10.69,6.81,6.09,18.78,13.86,21.1,31.28,2.75,-27.23,-30.09,-14.59
-17.88,12.12,18.16,7.98,12.31,-14.97,-16.41,-26.63,-20.24,29.04,30.59,-2.61,26.68,-23.17,29.72,-5.34,-27.06,-29.09,-26.44,29.88,-26.43,12.75,-7.56,4.42,-10.65,-9.93,-6.49,30.68,-29.23,26.21
-23.36,-26.3,-4.19,-0.98,-19.69,-16.21,8.01,10.96,21.74,-9.53,24.23,-22.03,2.95,9.07,-18.2,24.91,29.81,5.49,24.49,-9.88,-14.02,-17.36,4.32,-1.19,5.35,-8.39,7.87,-15.03,-2,-5.77
-25.28,-22.21,26.05,14.15,-17.41,-31.45,-12,21.57,23.01,5.72,-8.7,0.54,-10.37,30.46,17.17,-24.61,26.29,27.83,9.43,13.1,-27.93,-2.12,-28.68,-15.07,-16.3,16.8,-6.94,3.15,2.25,-4.94
-21.94,13.95,27.2,17.16,0.21,23.94,17.7,8.73,1.7,1.9,-13.74,-17.29,18.69,21.49,1.13,-11.66,-26.25,7.08,-16.09,12.96,-23.24,12.32,8.46,-19.27,17.05,-10.46,9.58,-25.9,-1.72,-27.62
-17.53,-11.82,11.94,-23.12,1.94,13.5,13.2,5.74,-27.84,31.97,6.35,6.65,27.08,-27.67,-21.27,-30.34,10.04,27.27,-12.48,-1.5,8.45,-11.53,8.9,12.36,-19.04,-17.81,-0.67,-5.24,-0.12,-5.22
-27.88,20.63,21.88,-18.38,-14.34,29.62,-7.74,21.43,-11.44,-19.8,-16.14,-6.26,-10.17,-12.33,23.19,-11.34,7.43,-3.71,-19.61,9.04,3.9,-17.5,23.52,-20.9,20.59,1.23,28.95,24.08,-17.38,12.68
9.53,-23.82,5.69,-20.56,-0.15,7.89,27.1,-28.39,-0.39,-17.36,-18.28,23.15,21.4,-18.49,27.82,-16.55,30.79,-15.64,22.82,-9.56,-19.9,-23.84,-23.7,-16.03,-6.22,16.82,-31.14,-30.79,-16.1,-16.35
-4.02,7.33,15.39,23.36,-18.64,-4.27,-19.82,20.95,-24.33,-19.31,2.41,18.1,26.17,23.24,16.68,-4.39,-27.09,18.57,-10.08,12.67,30.53,-0.29,3.15,27.62,-15.72,27.67,19.31,13.57,-7.67,7.52
-4.84,-0.84,9.07,-28.26,-22.91,-22.83,27.86,-31.9,3.04,11.46,-15.45,-3.59,22.83,-13.06,28.53,9.35,10.03,-29.77,27.91,2.96,-31.1,27.45,-30.19,-3.61,-24.2,11.34,-31.48,-8.03,18.71,3.66
8.22,-5.04,24.52,4.59,12.3,-2.31,-19.92,14.16,6.7,-25.72,16.68,6.74,-10.25,-3.5,10.88,16.51,3.25,16.87,30.72,6.47,14.93,-1.49,-13.92,28.72,-13.38,-22.22,26.95,-27.75,21.3,-14.91
14.69,18.39,-18.89,-14.47,-1.8,9.58,-29.75,-19.35,3.36,23.13,5.71,-1.11,21.23,-24.45,5.6,24.47,13.48,-11.18,-29.62,-3.31,1.89,-14.88,25.05,29.09,-2.31,19.48,3.62,11.29,-0.86,14.3
3,-30.56,-28.04,-19.48,-30.34,-26.62,29.05,3.08,25.69,-15.42,7.65,11.88,-15.12,19.68,2.64,-8.05,-9.93,5.87,8.97,24.16,-26.05,28.2,3.96,6.15,-11.42,31.96,-25.48,1.74,-15.65,-16.92
-14.38,-19.67,-12.26,16.92,26.01,6.44,-4.28,-29.55,-4.16,27.85,21.94,-29.22,23.82,5.23,-30.04,4.33,-26.57,-14.8,-22.38,17.4,23.13,-2.58,14.08,-2.51,11.61,-22.23,6.03,-5.1,24.71,-16.27
6.75,-5.85,-21.66,27.41,30.95,-10.5,-21.15,24.42,-9.39,1.85,20.68,5.27,-21.76,-11.58,22.29,-10.49,25.7,14.63,-7.92,15.62,-8.94,13.88,-10.35,17.43,-11.8,-27.75,-14.58,-22.62,20.29,-29.22
3.31,14.65,25.89,-4.01,16.71,26.26,-23.84,-15.24,11.21,-29.29,0.74,20.77,17.99,-0.67,-5.15,-29.16,-1.62,29.3,5.98,28.85,12.57,19.16,30.88,-21.7,-25.6,-5.69,29.11,6.15,2.63,5.84
30.77,11.13,-3.36,-13.39,-11.05,-26.65,12.91,-30.41,-18.71,0.21,17.07,22.69,-12.49,11.37,-5.95,-4.99,-13.65,-28.84,5.01,-8.78,-23.16,-10.13,29.53,4.56,-13.49,5.71,-26.4,15.82,-7.58,-28.14
-31.46,3.87,19.94,19.82,8.52,22.79,-23.99,28.89,24.24,-5.22,-4.47,-4.69,0.39,31.9,27.84,29.63,1.59,0.21,27.04,6.17,-10.16,-17.65,29.55,8.73,27.19,-3.73,-4.57,21.47,-27.45,2.08
29.96,13.44,6.08,13.91,-29.37,-25.07,10.27,6.61,-14.2,-27.78,1.82,-7.36,-6.46,26.17,29.23,8.05,-1.32,3.23,17.79,12.82,-16.6,-9.79,3.63,3.66,-23.97,6.21,20.54,-24.79,20.22,-1.47
-13.01,16.48,-6.53,13.73,19.89,-11.9,31.84,-14.73,30.67,-11.98,18.95,9.23,-20.03,30.88,-25.48,11.93,-27.23,-24.77,30.55,-14.06,29.21,-23.33,-30.31,-19.47,6.21,-23.61,-8.3,-16.24,28.79,-4.32
11.83,4.21,10.97,29.4,-27.79,-18.39,23.02,-10.36,6.7,-18.06,-28.59,9.02,-31.59,18.67,17.87,-31.09,-6.47,19.27,-7.61,22.97,-6.02,-24.13,3.05,-31.15,-23.25,-8.36,-6.34,-24.03,7.86,16.35
29.62,9.2,-17.08,-30.07,-9.6,28.87,-6.06,-20.46,29.27,8.95,-18.75,29.97,19.18,-22.37,22.13,-29.51,0.84,-26.14,2.34,28.95,-6.88,-31.62,24.93,-1.73,29.85,20.87,8.05,19.9,-8.15,-15.73
-4.16,-21.98,-31.43,-18.62,-1.32,-14.51,12.01,-2.44,-29.66,-1.26,-11.44,24.68,-22.06,-26.79,-16.47,13.84,25.26,-10.76,15.08,12.85,-9.24,-18.71,29.26,-19.15,10.63,10.91,30.57,4.54,7.53,-21.14
9.23,16.17,-8.37,-29.8,-23.4,19.48,-18.26,25.5,-17.68,10.97,-7.93,6.75,19.81,7.06,14.79,-22.54,2.44,13.46,12.47,23.98,-16.76,-10.84,15.05,8.88,-5.86,19.96,-4.19,22.17,-29.43,6.29
14.01,-28.62,5.52,15.37,-23.45,19.17,23.45,4.08,-20.97,-12.68,0.93,24.16,9.87,-30.61,23.84,17.43,28.05,-13.88,-14.01,-2.8,19.4,15.77,15.09,-16.95,-6.19,-5.65,-12.55,-19.35,7.38,22.29
